Address,Comparison Field,Vintage,All Other,Group Comparison,City1,County1,ENERGYSTARCertified 2018,ENERGY STAR Score,Latitude1,Longitude1,Postal Code,Property Type,Property Type (Legend),Building GFA (SqFt),Property Id,Property Name,State1,Report Type,Site EUI (WN kBtu/SqFt),Year Built
2310-2334 Proctor Valley Road,Search Above for Results,2000-2009,FALSE, ,CHULA VISTA,San Diego,Not Certified, ,32.661067,-116.96875,91914,Other,All Other,"103,548",6337466,The Shops at San Miguel Ranch,CA,Characteristics Only, ,2008
523 South Shore Center West,Search Above for Results,1950-1959,FALSE, ,ALAMEDA,Alameda,Not Certified, ,37.75963,-122.25256,94501,Other - Mall,All Other,"580,146",4806125,Alameda South Shore Center,CA,Characteristics Only, ,1950
2345-2355 East Colorado Boulevard,Search Above for Results,2010-Present,FALSE, ,PASADENA,Los Angeles,Not Certified, ,34.14636833,-118.1020517,91107,Other - Mall,All Other,"76,250",4399621,Pasadena Plaza,CA,Characteristics Only, ,2011
1016-1100 Irvine Ave.,Search Above for Results,1960-1969,FALSE, ,NEWPORT BEACH,Orange,Not Certified, ,33.628191,-117.906314,92660,Other - Mall,All Other,"70,546",6313903,1016-1100 Irvine,CA,Characteristics Only, ,1963
71 Technology Dr. West,Search Above for Results,1990-1999,FALSE, ,IRVINE,Orange,Not Certified, ,33.656878,-117.741769,92618,Other - Mall,All Other,"136,608",6317489,71 Technology Dr. West,CA,Characteristics Only, ,1996
101-107 Technology Dr. West,Search Above for Results,1990-1999,FALSE, ,IRVINE,Orange,Not Certified, ,33.657989,-117.744198,92618,Other - Mall,All Other,"141,830",6317514,101-107 Technology Dr. West,CA,Characteristics Only, ,1996
540 Maple Ave,Search Above for Results,1970-1979,FALSE, ,TORRANCE,Los Angeles,Not Certified, ,33.841186,-118.339346,90503,Other - Recreation,All Other,"73,000",6410503,KP ADMA - Maple,CA,Characteristics Only, ,1971
324 N. Mary Avenue,Search Above for Results,1980-1989,FALSE, ,SUNNYVALE,Santa Clara,Not Certified, ,37.388399,-122.04173,94085,Other - Technology/Science,All Other,"68,000",6284615,324 N. Mary Avenue,CA,Characteristics Only, ,1980
1071 East 233rd Street,Search Above for Results,1980-1989,FALSE, ,CARSON,Los Angeles,Not Certified, ,33.81450283,-118.253696,90745,Refrigerated Warehouse,All Other,"174,238",6267048,152,CA,Characteristics Only, ,1986
12434 Lakeland,Search Above for Results,1990-1999,FALSE, ,SANTA FE SPRINGS,Los Angeles,Not Certified, ,33.930848,-118.068337,90670,Refrigerated Warehouse,All Other,"284,580",6879470,12330 / 12434 Lakeland,CA,Characteristics Only, ,1999
1250 Victoria,Search Above for Results,2000-2009,FALSE, ,CARSON,Los Angeles,Not Certified, ,33.87222833,-118.2446145,90220,Refrigerated Warehouse,All Other,"100,000",6879460,1240 /1250 Victoria,CA,Characteristics Only, ,2000
18201 Central,Search Above for Results,2000-2009,FALSE, ,CARSON,Los Angeles,Not Certified, ,33.86557,-118.2497,90220,Refrigerated Warehouse,All Other,"91,350",6879465,18201 Central,CA,Characteristics Only, ,2000
18511 Broadwick Street,Search Above for Results,2000-2009,FALSE, ,RANCHO DOMINGUEZ,Los Angeles,Not Certified, ,33.86324,-118.232981,90220,Refrigerated Warehouse,All Other,"116,488",6267084,657,CA,Characteristics Only, ,2000
1375 Beachey,Search Above for Results,2000-2009,FALSE, ,CARSON,Los Angeles,Not Certified, ,33.863566,-118.245686,90747,Refrigerated Warehouse,All Other,"250,213",6879464,1375 Beachey,CA,Characteristics Only, ,2003
1371 Charles Willard,Search Above for Results,2000-2009,FALSE, ,CARSON,Los Angeles,Not Certified, ,33.866173,-118.245578,90747,Refrigerated Warehouse,All Other,"350,506",6879473,1370 / 1420 Victoria & 1371/1421 Charles Willard,CA,Characteristics Only, ,2003
1765 W Penhall Way,Search Above for Results,1990-1999,FALSE, ,ANAHEIM,Orange,Not Certified, ,33.83617,-117.94529,92801,Refrigerated Warehouse,All Other,"130,000",6879454,1765 Penhall,CA,Characteristics Only, ,1997
700 Malaga Place,Search Above for Results,1980-1989,FALSE, ,ONTARIO,San Bernardino,Not Certified, ,34.057652,-117.53248,91761,Refrigerated Warehouse,All Other,"295,835",6033274,INE01313 - Inland Empire Distribution Center #13,CA,Characteristics Only, ,1988
16043 El Prado,Search Above for Results,2010-Present,FALSE, ,CHINO,San Bernardino,Not Certified, ,33.96185,-117.67298,91708,Refrigerated Warehouse,All Other,"401,300",6879489,16043 El Prado,CA,Characteristics Only, ,2012
451 Moore Lane,Search Above for Results,1980-1989,FALSE, ,HEALDSBURG,Sonoma,Not Certified, ,38.61216,-122.876089,95448,Refrigerated Warehouse,All Other,"66,000",6845118,Alexander Gladish,CA,Characteristics Only, ,1987
3771 Channel Drive,Search Above for Results,1980-1989,FALSE, ,WEST SACRAMENTO,Yolo,Not Certified, ,38.562936,-121.565985,95691,Refrigerated Warehouse,All Other,"623,376",6723292,R6CHNL - 3771 Channel Drive,CA,Characteristics Only, ,1981
1670 Overland Court,Search Above for Results,1990-1999,FALSE, ,WEST SACRAMENTO,Yolo,Not Certified, ,38.567123,-121.57553,95691,Refrigerated Warehouse,All Other,"155,222",6694783,R6OVER - 1670 Overland Court,CA,Characteristics Only, ,1990
9125 Cherry Avenue,Search Above for Results,1980-1989,FALSE, ,FONTANA,San Bernardino,Not Certified, ,34.08811667,-117.486715,92335,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",All Other,"63,334",6837087,"Art Stan Investments, LLC",CA,Characteristics Only, ,1987
2531 Blanding Avenue,Search Above for Results,2000-2009,FALSE, ,ALAMEDA,Alameda,Not Certified, ,37.769453,-122.233991,94501,Retail Store,Retail Store,"58,977",4598296,"2531 Blanding Ave, Alameda - Nob Hills",CA,Characteristics Only, ,2007
"5100 Clayton Road, Suite E34",Search Above for Results,1970-1979,FALSE, ,CLAYTON,Contra Costa,Not Certified, ,37.954531,-121.967878,94521,Retail Store,Retail Store,"94,521",6720184,Kmart,CA,Characteristics Only, ,1977
3351 W Shaw Ave,Search Above for Results,1990-1999,FALSE, ,FRESNO,Fresno,Not Certified, ,36.806719,-119.852641,93711,Retail Store,Retail Store,"87,534",6360729,Arbor - Broadway Faire 3333 - Building 2,CA,Characteristics Only, ,1993
22255 South Western Avenue,Search Above for Results,1900-1909,FALSE, ,TORRANCE,Los Angeles,Not Certified, ,33.825614,-118.310249,90501,Retail Store,Retail Store,"127,400",6689756,22255 S. Wetern (Wilson Torrance),CA,Characteristics Only, ,1900
3150 West Imperial Highway,Search Above for Results,1990-1999,FALSE, ,INGLEWOOD,Los Angeles,Not Certified, ,33.93032,-118.328022,90303,Retail Store,Retail Store,"80,000",6740221,Inglewood Plaza - 3150 West Imperial Highway,CA,Characteristics Only, ,1992
"1401 N Montebello Blvd, ",Search Above for Results,1990-1999,FALSE, ,MONTEBELLO,Los Angeles,Not Certified, ,34.032972,-118.095673,90640,Retail Store,Retail Store,"105,000",6265560,"Montebello Town Square - Vacant, old Sear's",CA,Characteristics Only, ,1992
"1348 N Azusa Ave,",Search Above for Results,1990-1999,FALSE, ,COVINA,Los Angeles,Not Certified, ,34.104001,-117.903967,91722,Retail Store,Retail Store,"111,348",6265524,Covina Town Square - Lowes,CA,Characteristics Only, ,1997
9725 Laurel Canyon Blvd,Search Above for Results,2000-2009,FALSE, ,PACOIMA,Los Angeles,Not Certified, ,34.24461,-118.4194127,91331,Retail Store,Retail Store,"143,486",6360722,Pacoima Center- Building 1,CA,Characteristics Only, ,2000
13310 Telegraph Rd,Search Above for Results,2000-2009,FALSE, ,SANTA FE SPRINGS,Los Angeles,Not Certified, ,33.940243,-118.049465,90670,Retail Store,Retail Store,"143,824",6360731,Gateway Plaza - Santa Fe Springs - Building 1,CA,Characteristics Only, ,2000
10621 Carmenita Rd,Search Above for Results,2000-2009,FALSE, ,SANTA FE SPRINGS,Los Angeles,Not Certified, ,33.93766,-118.048255,90670,Retail Store,Retail Store,"286,478",6360733,Gateway Plaza - Santa Fe Springs - Building 2,CA,Characteristics Only, ,2000
2909 Rolling Hills Road,Search Above for Results,2000-2009,FALSE, ,TORRANCE,Los Angeles,Not Certified, ,33.789411,-118.340305,90505,Retail Store,Retail Store,"53,250",6360751,Country Hills Shopping Center - Building 1,CA,Characteristics Only, ,2000
800 Commerce Ave,Search Above for Results,2000-2009,FALSE, ,ATWATER,Merced,Not Certified, ,37.340337,-120.609347,95301,Retail Store,Retail Store,"115,669",6360705,Applegate Ranch Shopping Center - Bldg 2,CA,Characteristics Only, ,2006
500 Euclid St,Search Above for Results,1950-1959,FALSE, ,ANAHEIM,Orange,Not Certified, ,33.825951,-117.941016,92801,Retail Store,Retail Store,"80,000",6258146,Anaheim Plaza - Forever 21,CA,Characteristics Only, ,1950
2882 El Camino Real,Search Above for Results,1980-1989,FALSE, ,TUSTIN,Orange,Not Certified, ,33.721963,-117.796628,92782,Retail Store,Retail Store,"55,184",6311073,2882 El Camino Real,CA,Characteristics Only, ,1988
24312-24422 Rockfield Boulevard and 23812 El Toro Road,Search Above for Results,2010-Present,FALSE, ,LAKE FOREST,Orange,Not Certified, ,33.62661051,-117.7145512,92630,Retail Store,Retail Store,"127,359",6864958,Hunter Court,CA,Characteristics Only, ,2018
6740 Stanford Ranch Rd,Search Above for Results,1990-1999,FALSE, ,ROSEVILLE,Placer,Not Certified, ,38.782995,-121.267784,95678,Retail Store,Retail Store,"55,348",6262485,Stanford Ranch - Dick's Sporting Goods,CA,Characteristics Only, ,1996
2663 Canyon Springs Parkway,Search Above for Results,1980-1989,FALSE, ,RIVERSIDE,Riverside,Not Certified, ,33.940456,-117.283612,92507,Retail Store,Retail Store,"113,615",6356645,Valley Gateway Plaza,CA,Characteristics Only, ,1984
"26471 Ynez Rd, ",Search Above for Results,1990-1999,FALSE, ,TEMECULA,Riverside,Not Certified, ,33.5204,-117.157987,92591,Retail Store,Retail Store,"86,479",6265578,Palm Plaza S.C.- Kmart,CA,Characteristics Only, ,1990
67800 Vista Chino,Search Above for Results,2000-2009,FALSE, ,CATHEDRAL CITY,Riverside,Not Certified, ,33.846017,-116.477906,92234,Retail Store,Retail Store,"67,621",6360752,Plaza Rio Vista - Building 1,CA,Characteristics Only, ,2000
31781 Temecula Pkwy,Search Above for Results,2000-2009,FALSE, ,TEMECULA,Riverside,Not Certified, ,33.477369,-117.102777,92592,Retail Store,Retail Store,"50,228",6360720,Vail Ranch Center- Building 1,CA,Characteristics Only, ,2000
"32225 Temecula Pkwy,",Search Above for Results,2000-2009,FALSE, ,TEMECULA,Riverside,Not Certified, ,33.480156,-117.094573,92592,Retail Store,Retail Store,"221,639",6265656,Redhawk Towne Center - Walmart,CA,Characteristics Only, ,2002
30472 Haun Rd,Search Above for Results,2000-2009,FALSE, ,MENIFEE,Riverside,Not Certified, ,33.678611,-117.172233,92584,Retail Store,Retail Store,"139,410",6872881,Countryside Marketplace (Lowe's),CA,Characteristics Only, ,2008
"3541-3648 North Freeway Blvd, Sacramento, CA 95834",Search Above for Results,1990-1999,FALSE, ,SACRAMENTO,Sacramento,Not Certified, ,38.641363,-121.5009825,95834,Retail Store,Retail Store,"344,891",4093869,North Promenade,CA,Characteristics Only, ,1992
3668 N. FREEWAY BLVD.,Search Above for Results,2000-2009,FALSE, ,SACRAMENTO,Sacramento,Not Certified, ,38.63786,-121.49623,95834,Retail Store,Retail Store,"60,208",6227286,South Promenade,CA,Characteristics Only, ,2006
3520-3690 NORTH FREEWAY BLVD.,Search Above for Results,2000-2009,FALSE, ,SACRAMENTO,Sacramento,Not Certified, ,38.63967983,-121.5019115,95834,Retail Store,Retail Store,"64,252",6227287,Village Plaza,CA,Characteristics Only, ,2006
"420 S Mountain Ave, ",Search Above for Results,1980-1989,FALSE, ,UPLAND,San Bernardino,Not Certified, ,34.088349,-117.668388,91786,Retail Store,Retail Store,"63,748",6265574,Mountain Square - Hobby Lobby,CA,Characteristics Only, ,1988
1855 South Centre City Parkway,Search Above for Results,2000-2009,FALSE, ,ESCONDIDO,San Diego,Not Certified, ,33.10089,-117.075385,92025,Retail Store,Retail Store,"126,502",6360702,Felicita Town Center - Building 1,CA,Characteristics Only, ,2000
351 W Felicita Ave,Search Above for Results,2000-2009,FALSE, ,ESCONDIDO,San Diego,Not Certified, ,33.103048,-117.073172,92025,Retail Store,Retail Store,"98,594",6360754,Felicita Plaza - Building 1,CA,Characteristics Only, ,2000
1200 El Camino Real,Search Above for Results,1980-1989,FALSE, ,COLMA,San Mateo,Not Certified, ,37.675054,-122.458871,94014,Retail Store,Retail Store,"94,282",6720173,Kohl's,CA,Characteristics Only, ,1986
350 Showers Drive,Search Above for Results,1960-1969,FALSE, ,MOUNTAIN VIEW,Santa Clara,Not Certified, ,37.403198,-122.10795,94040,Retail Store,Retail Store,"65,100",6820064,San Antonio Center - Kohl's,CA,Characteristics Only, ,1966
815-855 Browning Street,Search Above for Results,2010-Present,FALSE, ,REDDING,Shasta,Not Certified, ,40.592683,-122.357898,96003,Retail Store,Retail Store,"72,836",6333886,Hilltop Pavilion,CA,Characteristics Only, ,2014
105 Plaza Dr,Search Above for Results,1990-1999,FALSE, ,VALLEJO,Solano,Not Certified, ,38.131674,-122.216595,94591,Retail Store,Retail Store,"130,492",6360747,Gateway Plaza - Vallejo - Building 3,CA,Characteristics Only, ,1991
1930 Via Arado,Search Above for Results,1970-1979,FALSE, ,RANCHO DOMINGUEZ,Los Angeles,Not Certified, ,33.84802,-118.233519,90220,Self-Storage Facility,Warehouse & Self-Storage,"84,396",6436947,U-Haul Moving & Storage of Carson (865071),CA,Characteristics Only, ,1970
5880 Paramount Bl,Search Above for Results,1970-1979,FALSE, ,LONG BEACH,Los Angeles,Not Certified, ,33.862451,-118.158225,90805,Self-Storage Facility,Warehouse & Self-Storage,"67,010",6436875,U-Haul Moving & Storage of North Long Beach (865023),CA,Characteristics Only, ,1973
33306-33456 Alvarado Niles Road,Search Above for Results,1980-1989,FALSE, ,UNION CITY,Alameda,Not Certified, ,37.59262,-122.038771,94587,Strip Mall,All Other,"15,720",4697982,Building A Retail Park Union City,CA,Characteristics Only, ,1989
26905 Mission Blvd,Search Above for Results,1990-1999,FALSE, ,HAYWARD,Alameda,Not Certified, ,37.64432,-122.06468,94544,Strip Mall,All Other,"65,390",6355930,Mission Plaza,CA,Characteristics Only, ,1995
130 Market Place,Search Above for Results,1980-1989,FALSE, ,SAN RAMON,Contra Costa,Not Certified, ,37.762772,-121.951719,94583,Strip Mall,All Other,"182,133",6366591,The Marketplace,CA,Characteristics Only, ,1987
11450 San Pablo Avenue,Search Above for Results,1990-1999,FALSE, ,EL CERRITO,Contra Costa,Not Certified, ,37.922344,-122.315618,94530,Strip Mall,All Other,"81,376",6366554,El Cerrito,CA,Characteristics Only, ,1991
2317 Oak Grove Road,Search Above for Results,2010-Present,FALSE, ,WALNUT CREEK,Contra Costa,Not Certified, ,37.928699,-122.016361,94598,Strip Mall,All Other,"179,721",6366599,The Orchards,CA,Characteristics Only, ,2016
3955-3959 Missouri Flat Rd,Search Above for Results,2000-2009,FALSE, ,PLACERVILLE,El Dorado,Not Certified, ,38.714377,-120.839678,95667,Strip Mall,All Other,"84,663",6867957,Missouri Flat Village,CA,Characteristics Only, ,2004
8325 Laurel Canyon Blvd,Search Above for Results,1970-1979,FALSE, ,SUN VALLEY,Los Angeles,Not Certified, ,34.223135,-118.397802,91352,Strip Mall,All Other,"161,385",6366550,Canyon Plaza,CA,Characteristics Only, ,1979
11900 South Street,Search Above for Results,1980-1989,FALSE, ,CERRITOS,Los Angeles,Not Certified, ,33.857291,-118.079215,90703,Strip Mall,All Other,"91,248",6285687,Lincoln Station,CA,Characteristics Only, ,1989
345 S Lake Avenue,Search Above for Results,2000-2009,FALSE, ,PASADENA,Los Angeles,Not Certified, ,34.140055,-118.133136,91101,Strip Mall,All Other,"127,169",6322538,Shops on Lake Avenue,CA,Characteristics Only, ,2003
101 Towne Center Drive,Search Above for Results,2000-2009,FALSE, ,COMPTON,Los Angeles,Not Certified, ,33.879984,-118.222083,90220,Strip Mall,All Other,"102,676",6332389,Gateway Towne Center I,CA,Characteristics Only, ,2008
27529 Puerta Real,Search Above for Results,1970-1979,FALSE, ,MISSION VIEJO,Orange,Not Certified, ,33.56309633,-117.671755,92691,Strip Mall,All Other,"61,034",6280313,Crown Valley Parkway,CA,Characteristics Only, ,1973
6911 Warner Avenue,Search Above for Results,2010-Present,FALSE, ,HUNTINGTON BEACH,Orange,Not Certified, ,33.716922,-118.007904,92647,Strip Mall,All Other,"73,427",6864971,Warner West,CA,Characteristics Only, ,2018
2438 E. Chapman Ave.,Search Above for Results,2010-Present,FALSE, ,FULLERTON,Orange,Not Certified, ,33.873206,-117.888278,92831,Strip Mall,All Other,"77,276",6864983,College Plaza Shopping Center,CA,Characteristics Only, ,2018
2190 - 2095 Golden Centre Lane,Search Above for Results,1990-1999,FALSE, ,GOLD RIVER,Sacramento,Not Certified, ,38.626378,-121.263551,95670,Strip Mall,All Other,"107,657",6390668,Gold River Town Centre,CA,Characteristics Only, ,1992
3681 - 3701 Truxel Rd,Search Above for Results,1990-1999,FALSE, ,SACRAMENTO,Sacramento,Not Certified, ,38.637366,-121.506264,95834,Strip Mall,All Other,"59,455",6832395,Natomas Marketplace (3681-3701),CA,Characteristics Only, ,1997
12314 Poway Road,Search Above for Results,1970-1979,FALSE, ,POWAY,San Diego,Not Certified, ,32.951856,-117.065678,92064,Strip Mall,All Other,"103,608",6320583,Poway Town Center,CA,Characteristics Only, ,1978
7130 Avenida Encinas,Search Above for Results,1980-1989,FALSE, ,CARLSBAD,San Diego,Not Certified, ,33.101166,-117.310579,92011,Strip Mall,All Other,"59,149",6868031,Poinsettia Village (7130-7140),CA,Characteristics Only, ,1988
3254-3288 Pierce Street,Search Above for Results,2000-2009,FALSE, ,RICHMOND,San Francisco,Not Certified, ,37.898813,-122.307567,94111,Strip Mall,All Other,"108,029",5784661,Pacific East Mall,CA,Characteristics Only, ,2000
150 E El Camino Real,Search Above for Results,1970-1979,FALSE, ,SUNNYVALE,Santa Clara,Not Certified, ,37.364486,-122.030864,94087,Strip Mall,All Other,"113,483",6366771,Sunnyvale,CA,Characteristics Only, ,1979
950 W. Hamilton Avenue,Search Above for Results,1990-1999,FALSE, ,CAMPBELL,Santa Clara,Not Certified, ,37.292898,-121.96652,95008,Strip Mall,All Other,"79,027",6366546,Campbell,CA,Characteristics Only, ,1993
16 Rancho Del Mar,Search Above for Results,1960-1969,FALSE, ,APTOS,Santa Cruz,Not Certified, ,36.978413,-121.908462,95003,Strip Mall,All Other,"129,837",6366583,Rancho Del Mar,CA,Characteristics Only, ,1961
2520-2550 Las Posas Rd,Search Above for Results,1970-1979,FALSE, ,CAMARILLO,Ventura,Not Certified, ,34.235325,-119.0355233,93010,Strip Mall,All Other,"50,051",6867624,Camarillo Village Square (2520 - 2550),CA,Characteristics Only, ,1971
2370-2450 Las Posas Rd,Search Above for Results,1970-1979,FALSE, ,CAMARILLO,Ventura,Not Certified, ,34.234969,-119.037456,93010,Strip Mall,All Other,"82,403",6867633,Camarillo Village Square (2370-2450),CA,Characteristics Only, ,1971
1117 E Los Angeles Ave,Search Above for Results,2010-Present,FALSE, ,SIMI VALLEY,Ventura,Not Certified, ,34.27357,-118.777632,93065,Strip Mall,All Other,"281,240",6864988,Mountaingate Plaza,CA,Characteristics Only, ,2018
33601 Del Obispo St,Search Above for Results,1970-1979,FALSE, ,DANA POINT,,Not Certified, ,33.475048,-117.68623,62929,Supermarket/Grocery Store,Supermarket/Grocery Store,"52,674",6271259,Stonehill & Del Obispo,CA,Characteristics Only, ,1978
39100 Argonaut Way,Search Above for Results,1960-1969,FALSE, ,FREMONT,Alameda,Not Certified, ,37.545331,-121.989412,94538,Supermarket/Grocery Store,Supermarket/Grocery Store,"54,741",6262396,Fremont Hub - Safeway,CA,Characteristics Only, ,1961
